 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmg160_x[mDeg];bmg160_y[mDeg];bmg160_z[mDeg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
0;-25;294;1062;19409;148620;-106994;-11;535;1127;15747;147155;-107788;
10;406;449;1101;31188;62622;-41687;325;398;1064;31555;56091;-37475;
20;255;519;976;48156;90148;-33813;258;475;982;60302;135375;-37963;
30;185;505;929;59875;130187;-38146;258;475;982;60302;135375;-37963;
40;193;484;910;57922;147521;-40649;181;488;986;56396;150817;-40588;
50;253;488;923;57922;147521;-40649;181;488;986;56396;150817;-40588;
60;332;509;953;47851;142517;-42297;218;442;972;44372;141540;-41870;
70;283;498;1011;41564;144653;-54138;306;430;943;37963;143249;-54870;
80;140;482;1039;43395;170532;-71716;188;444;985;40954;172851;-73608;
90;-19;501;994;51269;192749;-82275;188;444;985;49682;195861;-83251;
100;-128;486;1000;55969;197937;-81115;25;466;1034;54077;197570;-79711;
110;-142;531;996;52124;179870;-63171;-129;509;1064;49072;174987;-58654;
120;-31;564;974;45715;143615;-36499;-98;569;1098;41442;134521;-30212;
130;101;484;998;10070;63842;-17761;49;452;1081;4028;54260;-17517;
140;91;458;982;-61;34301;-18371;70;445;1104;854;1403;-9155;
150;123;464;955;976;7812;-10375;60;435;1056;854;1403;-9155;
160;130;462;933;976;7812;-10375;60;435;1056;854;1403;-9155;
170;123;470;919;6469;-4333;-5004;60;435;1056;854;1403;-9155;
180;76;468;847;8850;7751;-3601;74;444;883;8361;11291;-3540;
190;93;468;833;6347;18920;-1953;74;444;883;8361;11291;-3540;
200;113;462;837;-305;12451;549;55;441;887;4272;20812;-1831;
210;144;458;849;-9826;-3967;2929;78;443;908;-3906;9033;1037;
220;189;419;830;-18066;-23986;2929;111;430;926;-13977;-10498;2929;
230;189;412;802;-24230;-42236;-183;148;401;914;-21545;-31127;1953;
240;175;400;796;-30944;-57006;-5310;159;380;851;-34179;-61889;-7873;
250;144;351;867;-37475;-67871;-8178;145;373;855;-40039;-71166;-9887;
260;144;357;869;-38818;-72082;-7080;145;373;855;-40039;-71166;-9887;
270;164;386;880;-34545;-72021;915;122;352;892;-39123;-73059;-6652;
280;193;402;871;-28503;-75439;11047;123;373;922;-32714;-72326;3784;
290;228;421;845;-24719;-82153;16601;166;386;924;-26306;-77209;13549;
300;257;402;802;-23925;-87524;15380;244;376;865;-23803;-89477;12634;
310;238;406;755;-28747;-89416;4211;262;364;814;-32043;-88684;671;
320;212;433;767;-39367;-89111;61;207;405;814;-46691;-91491;-3051;
330;257;414;839;-57556;-100463;-4211;201;396;855;-67810;-109069;-8056;
340;261;408;865;-75866;-121948;-10070;201;396;855;-67810;-109069;-8056;
350;265;410;876;-75866;-121948;-10070;237;377;901;-83557;-132019;-14770;
360;277;404;906;-86181;-137634;-16479;267;384;929;-90820;-142028;-20874;
370;271;376;962;-92590;-139343;-20202;267;384;929;-90820;-142028;-20874;
380;259;365;996;-95214;-133361;-20507;272;373;963;-96069;-138122;-22644;
390;255;351;1015;-91125;-125122;-18310;258;354;1010;-95703;-129272;-21606;
400;265;343;1033;-82580;-119384;-13183;245;346;1049;-88500;-121276;-17517;
410;273;339;1033;-70434;-114318;-8972;255;331;1057;-77026;-117065;-11901;
420;267;330;1023;-59875;-107543;-3417;258;338;1071;-55175;-105590;-122;
430;314;332;1003;-43029;-111938;13793;270;322;1069;-46936;-109313;9460;
440;328;320;994;-43029;-111938;13793;297;324;1057;-38146;-115112;16967;
450;330;306;988;-35827;-118774;21240;297;324;1057;-38146;-115112;16967;
460;332;291;955;-28320;-127258;28564;310;304;1041;-30822;-122924;24230;
470;373;275;933;-22277;-136779;37414;320;289;1019;-22949;-132019;32043;
480;503;279;859;-17761;-147216;47363;452;254;894;-13671;-150146;49499;
490;560;279;789;-13671;-147705;49438;452;254;894;-13671;-150146;49499;
500;591;269;765;-13610;-132324;44616;540;254;791;-10803;-139587;45593;
510;595;228;785;-20690;-111145;40405;567;245;756;-16906;-117797;39916;
520;591;224;789;-19409;-91979;37231;568;213;788;-21789;-96435;36376;
530;593;230;777;-13610;-80871;36376;563;218;816;-15625;-81848;34667;
540;626;179;794;-8666;-78735;39123;565;223;826;-2685;-78430;39916;
550;642;193;798;1037;-77880;41198;589;181;822;-2685;-78430;39916;
560;642;191;787;13244;-68908;42907;608;177;818;10620;-72448;41259;
570;605;187;777;23010;-58105;45776;613;191;808;21667;-60058;43823;
580;599;199;769;33386;-52978;50354;585;192;815;31677;-51879;47851;
590;615;246;730;41015;-53771;56823;568;203;812;41198;-52124;54321;
600;658;250;714;42297;-54199;61523;593;232;771;40527;-51635;61462;
610;730;250;658;35949;-42419;54443;685;226;729;36621;-44372;56091;
620;736;228;654;35949;-42419;54443;685;226;729;36621;-44372;56091;
630;736;203;671;29479;-32470;46020;709;211;684;32714;-33569;46447;
640;730;218;673;18920;-24230;39550;707;192;692;20568;-24902;39550;
650;693;193;689;11352;-18188;34057;695;196;723;11352;-18432;34118;
660;697;216;691;6713;-18371;30639;665;194;749;6652;-17211;30029;
670;695;212;699;1647;-24353;30212;666;204;752;1953;-23071;29113;
680;720;207;710;-1098;-29357;28991;675;189;749;-1647;-29541;28747;
690;753;214;712;-3356;-28381;26367;699;195;741;-3540;-29785;25939;
700;738;214;710;-5676;-22644;23681;717;202;741;-5981;-23620;23071;
710;718;189;712;-7690;-18005;21362;703;192;756;-8544;-17761;20751;
720;714;185;712;-8361;-19042;19897;681;175;769;-9460;-18188;19165;
730;753;171;695;-6713;-24841;19775;718;170;747;-7202;-25878;19226;
740;755;166;697;-6713;-24841;19775;718;170;747;-7202;-25878;19226;
750;750;162;699;-6591;-21667;17028;728;156;732;-7202;-22521;16723;
760;732;134;689;-6835;-16906;14526;720;144;732;-7568;-17028;13671;
770;732;150;708;-5432;-14953;13305;701;128;748;-6469;-14648;12512;
780;751;146;732;-2807;-15136;13122;717;139;760;-3601;-15319;12573;
790;763;162;736;305;-12756;12145;733;141;765;-366;-13305;11779;
800;755;173;732;2990;-8850;10070;734;153;772;2685;-8666;9521;
810;734;181;724;4699;-7080;8483;721;165;776;4211;-6713;7690;
820;722;177;720;5981;-9460;7690;700;171;776;5432;-9399;6958;
830;716;197;708;6347;-12634;8300;693;179;764;5981;-12817;7690;
840;707;181;691;5065;-14465;9948;686;188;750;4699;-14770;9521;
850;703;183;687;3051;-16601;11840;682;180;740;2502;-16784;11352;
860;714;175;681;1525;-19165;14282;682;175;738;793;-19348;13854;
870;753;164;691;61;-22216;16479;704;161;731;-671;-22644;16174;
880;783;160;685;915;-21240;15625;741;146;721;305;-21545;15014;
890;769;146;695;2441;-15258;12573;749;140;727;2258;-14465;11535;
900;750;144;689;5676;-11108;10253;737;137;746;5493;-10192;9094;
910;740;154;675;11779;-14160;10559;713;151;726;12023;-14465;10131;
920;726;164;667;11779;-14160;10559;713;151;726;12023;-14465;10131;
930;728;162;656;12023;-13854;13000;713;151;726;11840;-13732;12756;
940;746;166;650;10925;-13793;15502;706;161;713;10192;-13610;15502;
950;761;160;656;8422;-13916;17211;709;168;701;7385;-13977;16906;
960;777;150;675;6164;-12451;17150;745;147;704;5249;-12084;16601;
970;792;146;673;6042;-9704;16479;756;135;718;5310;-9033;15747;
980;787;156;662;7995;-6774;14709;756;135;718;5310;-9033;15747;
990;779;162;640;9643;-5310;12634;760;137;715;7995;-6286;13732;
1000;769;162;625;8300;-5981;10498;756;151;693;9521;-5004;11474;
1010;769;167;615;5310;-6835;9094;744;157;677;7385;-5981;9521;
1020;765;154;617;1525;-7019;7995;738;152;663;-610;-7324;7141;
1030;759;142;621;-2624;-6530;7202;738;152;663;-610;-7324;7141;
1040;773;142;628;-5126;-7019;7263;734;145;671;-4638;-6713;6469;
1050;781;128;650;-5981;-7568;7934;737;135;683;-6774;-7141;6713;
1060;785;134;664;-4882;-7690;9338;747;129;697;-6835;-8056;7751;
1070;728;99;646;-2075;-7263;9399;752;124;705;-5187;-7873;9033;
1080;783;148;648;2258;-7507;9094;725;123;702;3051;-7934;8728;
1090;781;140;654;4638;-6469;12329;750;139;694;3845;-5920;11779;
1100;779;148;654;4638;-6469;12329;750;139;694;3845;-5920;11779;
1110;771;142;648;4943;-5310;11291;750;139;694;3845;-5920;11779;
1120;767;144;648;5798;-6042;11047;746;136;699;4333;-5126;10253;
1130;781;146;650;6347;-8056;11657;739;137;701;5432;-6652;10375;
1140;791;138;644;6774;-9887;12573;753;139;690;6286;-10192;12451;
1150;785;132;648;6652;-10070;13366;753;139;690;6164;-10070;12695;
1160;804;126;673;7263;-8850;12268;758;129;685;6164;-10070;12695;
1170;791;117;621;12084;-3723;9826;769;117;699;7690;-7568;10864;
1180;800;111;611;16052;-183;8483;769;113;696;15014;-1037;8300;
1190;824;119;648;7507;-3845;9216;757;107;651;13793;-793;7995;
1200;789;105;658;3906;-2868;7995;767;101;698;2441;-1953;6225;
1210;765;111;642;4516;488;7019;764;102;703;3601;-183;4699;
1220;787;115;648;4516;488;7019;746;101;695;3906;549;7568;
1230;785;115;646;5065;-366;8728;746;101;695;3906;549;7568;
1240;787;113;656;4638;-1586;9704;754;113;697;4394;-1220;9033;
1250;796;117;666;4211;-1647;10314;764;111;702;3479;-2441;9582;
1260;794;128;646;4455;61;10070;765;116;698;3784;1037;9704;
1270;791;132;638;4272;1647;10192;765;116;698;3784;1037;9704;
1280;781;107;654;3540;1464;9582;759;125;692;3173;1770;9399;
1290;769;91;671;4150;-1464;9826;752;114;706;2319;61;8911;
1300;787;97;664;7812;-4455;12268;742;92;720;5126;-3601;10437;
1310;806;119;644;12390;-3784;14526;753;86;703;10070;-5065;13610;
1320;812;125;625;14709;-1220;14038;772;107;686;14221;305;12756;
1330;818;130;630;14038;610;12329;780;115;675;14221;305;12756;
1340;839;134;630;13000;488;9826;788;115;676;12695;976;10375;
1350;814;132;625;12084;488;6164;799;113;680;11840;122;7019;
1360;789;128;623;11352;3356;2685;789;115;676;11047;1892;3051;
1370;787;128;613;10070;4150;366;763;119;673;9887;4394;244;
1380;658;142;652;7873;3295;-1281;757;121;669;1342;-1586;-5310;
1390;830;91;642;-4150;-19165;-6469;766;135;661;-7934;-18981;-10925;
1400;832;128;664;-4150;-19165;-6469;766;135;661;-1708;-15319;-793;
1410;812;166;632;732;-7995;2502;822;114;656;-1708;-15319;-793;
1420;816;146;632;2319;4089;3784;788;133;681;2258;2746;5615;
1430;751;179;572;1403;5981;-2441;780;132;675;671;7263;-854;
1440;806;142;623;-6835;-1525;-8728;720;125;696;-14038;-15869;-13671;
1450;810;101;638;-11840;-18127;-11962;748;133;674;-14038;-15869;-13671;
1460;810;134;650;-9643;-16113;-7568;795;115;665;-11596;-20996;-9643;
1470;779;162;626;-6469;-2990;-4821;779;131;677;-7690;-6164;-5065;
1480;765;152;626;-9033;671;-5004;747;152;692;-8361;2624;-5004;
1490;765;142;654;-13000;-6530;-4333;735;150;693;-13854;-4577;-5493;
1500;787;138;683;-13793;-11718;-1892;744;138;706;-15441;-12573;-3112;
1510;796;142;679;-11657;-11596;427;757;137;719;-13305;-12756;-366;
1520;810;136;664;-9094;-9765;1708;769;139;717;-10314;-10131;1342;
1530;804;128;650;-6042;-8911;2746;776;130;708;-7385;-8789;2136;
1540;828;117;642;-2563;-7995;3479;786;118;687;-3845;-8483;2929;
1550;824;119;628;1953;-2502;4028;796;106;673;976;-3845;3540;
1560;804;128;617;3662;1525;3051;791;114;671;3051;1770;2990;
1570;798;126;609;3540;2197;2197;768;119;660;2685;2075;1464;
1580;796;123;615;3540;2197;2197;768;119;660;2685;2075;1464;
1590;792;121;623;2990;1159;3051;764;123;665;2136;976;2624;
1600;812;119;611;1953;1220;3723;770;117;663;1281;671;3295;
1610;804;113;609;1586;2685;4089;777;109;658;671;2319;3784;
1620;796;113;619;915;3295;4760;774;109;659;122;3295;4150;
1630;804;123;609;-122;2258;5310;770;113;668;-1098;2197;4760;
1640;800;117;603;-1525;671;5737;774;114;661;-2685;366;5432;
1650;806;111;607;-4150;61;5004;776;111;655;-5065;-488;4577;
1660;800;101;611;-6469;-61;4150;774;101;658;-7873;-610;3540;
1670;796;123;607;-6713;-1770;2563;720;61;689;-8178;-1831;2014;
1680;791;103;628;-4455;-6103;3173;780;121;674;-5004;-6591;2319;
1690;806;117;640;-4760;-4638;6591;772;116;682;-5676;-4394;6347;
1700;814;111;642;-4760;-4638;6591;772;116;682;-5676;-4394;6347;
1710;802;121;636;-4333;-4638;5249;783;107;681;-5310;-5065;4333;
1720;806;121;636;-3295;-2990;5065;782;113;679;-4089;-3051;4516;
1730;794;105;628;-2197;-610;4638;768;105;682;-2868;-488;4028;
1740;820;126;625;-549;488;4211;783;113;673;-1342;549;3601;
1750;791;113;628;-1098;2685;4211;787;116;672;-2136;2807;3845;
1760;792;111;636;-1708;3540;3845;787;116;672;-2990;3356;3417;
1770;800;109;630;-1281;1464;4272;767;100;690;-2136;732;3845;
1780;820;125;617;-1220;-671;5126;772;105;693;-2197;-1342;4821;
1790;800;113;611;-2746;-1281;5493;784;113;678;-3967;-1647;4882;
1800;800;111;617;-4272;-1586;3723;772;102;664;-5493;-2014;3051;
1810;806;105;607;-5126;-1953;3479;776;103;663;-6408;-2441;2746;
1820;810;113;613;-5004;-3356;4089;776;103;663;-6408;-2441;2746;
1830;804;99;628;-5126;-5371;3906;783;106;667;-6042;-4272;3845;
1840;798;93;626;-4638;-5249;3234;775;102;670;-5920;-6042;3479;
1850;812;105;615;-3417;-4028;3051;770;92;671;-5187;-5493;2563;
1860;818;107;623;-3295;-2197;3417;788;99;661;-4028;-1708;2868;
1870;808;91;628;-3356;-366;2563;782;88;681;-4150;-671;1831;
1880;794;89;630;-3356;-366;2563;782;88;681;-4150;-671;1831;
1890;800;93;630;-2380;-1464;2258;782;88;681;-4150;-671;1831;
1900;816;99;617;-1342;-2441;2319;770;84;681;-2990;-2014;1770;
1910;812;105;617;-1342;-1831;2319;778;94;668;-2014;-2868;1892;
1920;802;91;615;-1831;-305;1953;779;87;663;-2868;-61;1098;
1930;806;95;613;-1770;488;1037;779;87;663;-2868;-61;1098;
1940;806;99;605;-1342;1281;732;774;85;664;-2685;549;244;
1950;804;99;611;-2075;1953;793;780;94;658;-2380;1281;244;
1960;802;99;626;-2868;2197;671;776;96;661;-3356;1892;244;
1970;802;103;623;-2624;2197;793;774;92;667;-3906;1770;122;
1980;798;111;625;-2014;3234;1159;771;99;679;-3112;3051;854;
1990;798;107;630;-2075;2807;1464;771;99;679;-3112;3051;854;
2000;800;97;636;-2197;1586;1953;769;104;684;-3051;2319;1220;
2010;806;93;628;-2563;1037;2075;774;96;679;-3356;793;1586;
2020;806;91;636;-2868;1647;2075;775;86;677;-3723;854;1586;
2030;808;85;632;-2868;2441;1831;775;82;681;-3906;1770;1525;
2040;806;85;628;-1892;2319;1586;780;82;683;-2624;1342;976;
2050;802;89;632;-1342;-1098;1281;777;85;682;-2319;-610;854;
2060;798;87;623;-1342;-1098;1281;772;83;678;-2380;-1770;915;
2070;804;89;625;-1281;-1525;1586;772;83;678;-2380;-1770;915;
2080;804;95;623;-1159;-1647;2075;773;86;677;-2258;-1892;1403;
2090;798;101;621;-1464;-1708;2502;775;91;671;-2197;-1892;1892;
2100;798;93;619;-1708;-1525;3356;768;87;674;-2502;-2075;3906;
2110;818;93;626;-1281;-2075;5249;768;87;674;-2502;-2075;3906;
2120;806;82;623;-549;-1831;3784;785;89;670;-1708;-2624;4516;
2130;804;78;626;305;61;2502;786;75;671;-1098;-1281;2380;
2140;812;78;613;1098;1281;2136;776;72;669;-61;793;1586;
2150;802;82;613;1953;1525;2014;781;73;668;915;1342;1647;
2160;808;82;609;1708;1770;1647;785;78;661;488;1220;854;
2170;804;93;628;366;366;1892;772;81;665;-549;366;1098;
2180;804;87;623;366;366;1892;775;83;669;-854;-61;1708;
2190;812;89;623;61;427;2197;775;83;669;-854;-61;1708;
2200;810;87;623;122;1342;2380;779;82;672;-854;732;1892;
2210;814;82;626;366;1708;2807;780;77;672;-549;1586;2197;
2220;818;80;619;671;1892;2868;786;78;675;-671;2319;2380;
2230;810;66;621;-244;2685;2685;789;72;670;-671;2319;2380;
2240;816;62;626;-1342;2685;1831;783;63;665;-2014;2502;1586;
2250;816;70;619;-1892;1831;1281;786;57;669;-2929;1708;915;
2260;814;72;626;-1892;2624;366;792;61;672;-2807;1770;183;
2270;792;58;634;-1953;3051;-183;785;65;678;-2929;2807;-610;
2280;818;95;630;-976;1403;-366;750;53;692;732;-2075;-793;
2290;818;99;626;1708;-2441;122;764;74;692;732;-2075;-793;
2300;802;82;611;366;-122;1647;798;99;669;366;-1770;1159;
2310;806;76;630;-854;427;1220;774;81;672;-1953;671;976;
2320;806;70;630;-1342;-1770;1098;772;69;672;-2380;-1708;549;
2330;808;83;630;-1586;-854;1403;781;70;679;-2502;-1708;854;
2340;808;68;630;-976;-61;854;779;74;680;-1953;0;610;
2350;800;85;626;-122;-854;0;773;73;689;-1220;-1037;-549;
2360;800;89;632;-122;-854;0;773;73;689;-1220;-1037;-549;
2370;796;93;638;793;-2441;-61;771;83;685;0;-2441;-732;
2380;779;87;630;488;-2197;427;768;91;675;0;-2502;-244;
2390;781;76;632;427;-2502;1098;754;83;676;-549;-2380;488;
2400;814;107;636;1098;-3173;3295;753;74;679;61;-3356;2319;
2410;828;95;625;2136;-3356;4089;781;88;673;1403;-3723;3845;
2420;810;80;623;1525;-1159;3601;797;88;671;915;-1708;3234;
2430;810;82;609;1037;-1281;2990;780;77;675;0;-976;2624;
2440;810;76;617;854;-3234;2929;784;77;667;61;-3417;2380;
2450;818;83;621;183;-2685;2746;787;75;663;-610;-3417;2258;
2460;810;70;617;-183;-1342;2258;787;72;665;-1159;-1525;1831;
2470;810;78;613;183;-61;1647;785;70;665;-854;-549;976;
2480;808;76;609;366;549;1586;781;73;661;-610;122;1098;
2490;804;68;621;-366;610;1525;778;71;661;-1159;305;976;
2500;806;70;623;-610;793;1525;779;64;669;-1708;244;1098;
2510;814;72;611;-244;1281;1953;783;65;673;-1159;915;1464;
2520;818;66;626;366;1403;1464;786;68;668;-427;1342;1037;
2530;808;68;623;854;2014;366;779;66;664;0;1892;-183;
2540;804;72;623;854;2014;366;779;66;664;0;1892;-183;
2550;806;72;617;793;2075;244;778;68;667;-122;1831;-305;
2560;804;78;619;549;1403;122;778;70;672;-366;1159;-305;
2570;804;80;632;-183;488;427;776;75;675;-1159;244;-183;
2580;802;70;638;-915;-61;488;775;71;682;-2014;-366;61;
2590;802;68;636;-1220;-244;732;777;65;687;-2258;-549;305;
2600;810;58;636;-854;-305;976;777;65;687;-1525;-610;366;
2610;822;52;632;-122;-122;549;784;59;685;-793;-183;61;
2620;826;54;632;427;549;-61;789;55;681;-427;305;-732;
2630;818;70;630;610;488;-732;792;54;682;-366;305;-1403;
2640;810;72;623;183;122;-1403;786;62;677;-610;-122;-1953;
2650;796;72;623;-122;-366;-1953;778;66;674;-1037;-732;-2441;
2660;808;85;625;-122;-305;-1953;778;66;674;-1037;-732;-2441;
2670;808;82;597;-244;366;-1708;775;73;669;-1037;-549;-2441;
2680;814;72;576;-1892;427;-2136;772;79;662;-1342;122;-2136;
2690;808;56;587;-5004;-671;-4150;786;76;639;-3417;-61;-2990;
2700;812;62;601;-8178;-1342;-5004;782;55;643;-10375;-1953;-5737;
2710;808;62;630;-11535;-3051;-5310;779;60;681;-12634;-3540;-5798;
2720;814;62;646;-11535;-3051;-5310;779;60;681;-12634;-3540;-5798;
2730;812;74;646;-10009;-2868;-4943;779;60;681;-12634;-3540;-5798;
2740;804;74;648;-6652;-1464;-4516;782;62;688;-10437;-2990;-5493;
2750;800;80;646;-2746;732;-3967;780;69;691;-6530;-1037;-4882;
2760;800;93;630;-427;1892;-3051;770;83;687;-610;1770;-3112;
2770;804;91;634;488;1220;-2014;770;83;687;-610;1770;-3112;
2780;791;87;632;305;-122;-1159;770;89;680;-366;488;-1953;
2790;785;82;638;122;-549;-610;767;86;682;-732;-732;-1403;
2800;791;95;646;427;-427;305;760;81;683;-671;-915;-854;
2810;796;103;646;1403;-244;1037;763;87;688;-244;-671;122;
2820;808;83;640;2075;-122;1586;777;88;686;1342;-488;1220;
2830;789;62;656;2441;-366;1464;773;68;696;1892;-549;1037;
2840;789;52;650;4211;-610;1831;773;68;696;1892;-549;1037;
2850;832;83;656;7995;-3356;2624;757;50;712;4577;-1220;1770;
2860;832;91;636;10864;-7263;4150;770;63;709;9521;-5859;2441;
2870;810;72;630;9216;-5676;5432;815;92;680;10437;-7446;4699;
2880;810;68;623;8361;-6286;4394;782;58;670;7995;-6286;3723;
2890;816;58;599;8605;-3845;3906;788;63;653;8911;-5187;3845;
2900;808;58;597;8605;-3845;3906;786;51;649;7385;-3417;3112;
2910;824;70;599;7385;-3540;3784;786;51;649;7385;-3417;3112;
2920;830;58;609;5676;-5432;2136;789;53;654;5920;-4394;2624;
2930;814;48;613;3112;-7568;854;798;55;661;3601;-6835;610;
2940;824;60;605;1647;-8728;1342;794;47;663;549;-9948;1403;
2950;855;70;611;1464;-10864;2075;794;47;663;549;-9948;1403;
2960;841;76;613;671;-10620;1220;812;58;658;610;-11352;1220;
2970;824;89;601;-793;-8422;427;813;67;652;-1098;-9521;122;
2980;818;101;580;-1220;-8178;-793;789;81;646;-1953;-7812;-976;
2990;812;121;576;-2075;-7202;-488;795;97;632;-2319;-7873;-1342;
3000;789;111;576;-2807;-6958;-854;783;109;630;-4028;-7019;-1220;
3010;783;115;580;-3295;-6713;122;766;114;629;-4028;-7019;-1220;
3020;792;119;585;-2746;-6530;1892;754;116;626;-3845;-6896;671;
3030;800;113;589;-1281;-5004;3967;761;114;630;-2685;-6103;2746;
3040;808;113;580;610;-2807;4882;773;111;630;-793;-3723;4211;
3050;806;103;576;2380;-732;4699;781;106;622;1159;-1342;4272;
3060;806;97;582;2502;732;4333;781;102;623;1220;854;3845;
3070;812;91;591;610;732;5065;783;90;635;61;488;4455;
3080;816;80;593;610;732;5065;783;90;635;-915;549;4882;
3090;818;72;595;-122;915;5310;787;82;642;-915;549;4882;
3100;822;66;601;-305;1281;5310;791;71;648;-1403;915;4943;
3110;839;64;611;-427;1586;5432;797;63;652;-1342;1159;4821;
3120;837;56;621;-122;2563;4882;806;59;659;-1037;3112;3784;
3130;841;46;621;122;3540;4211;808;52;666;-1037;3112;3784;
3140;835;56;625;671;3784;3417;810;48;673;-549;3601;3112;
3150;832;56;626;1342;3356;2929;807;50;677;366;3173;2563;
3160;828;66;621;1647;2197;2502;802;54;678;854;2136;2136;
3170;812;68;615;1647;1647;2197;798;58;674;854;1159;1708;
3180;808;70;613;1464;1220;2136;790;62;670;610;976;1586;
3190;806;56;615;1037;488;2685;781;64;668;366;610;1953;
3200;824;58;619;732;-305;3295;787;57;669;-122;-366;2746;
3210;839;58;613;1159;-793;3723;799;54;667;183;-915;3356;
3220;835;56;611;1953;-549;2990;809;52;662;1098;-854;2685;
3230;839;56;601;2380;183;1708;809;50;657;1708;-122;1342;
3240;828;64;601;2685;732;305;806;54;647;2014;488;-61;
3250;810;78;591;1525;1281;-1098;786;70;642;732;854;-1892;
3260;808;82;595;1525;1281;-1098;786;70;642;732;854;-1892;
3270;804;85;599;183;854;-1037;778;76;646;-549;610;-1525;
3280;804;87;607;-305;0;-366;777;79;650;-1403;0;-793;
3290;804;72;609;-610;122;610;776;78;657;-1647;0;61;
3300;816;62;609;-244;915;1281;782;69;660;-1098;488;915;
3310;820;60;605;671;1464;1464;794;60;658;-305;1037;1037;
3320;832;62;601;976;1831;1403;793;58;658;122;1586;976;
3330;824;64;605;915;1098;1281;797;56;658;122;793;915;
3340;822;66;603;854;549;976;798;61;656;-122;61;427;
3350;826;72;607;244;-183;488;796;63;654;-549;-244;61;
3360;828;78;613;183;366;183;794;64;660;-732;-61;-244;
3370;830;80;607;366;732;61;794;69;665;-610;488;-427;
3380;824;78;615;549;122;427;792;72;666;-305;-244;-183;
3390;830;68;609;-61;-1342;610;793;70;662;-915;-1892;122;
3400;826;66;607;-671;-2014;366;799;63;658;-1647;-2319;-122;
3410;822;62;603;-610;-1159;0;798;60;656;-1525;-1220;-610;
3420;818;74;603;-549;-488;-610;794;64;658;-1281;-610;-1098;
3430;800;83;597;-305;-549;-732;782;78;650;-1220;-854;-1281;
3440;802;78;597;-305;-549;-732;782;78;650;-1220;-854;-1281;
3450;804;83;603;-854;-915;-244;782;78;650;-1586;-1220;-549;
3460;804;80;599;-915;-1098;610;777;79;649;-1831;-1342;366;
3470;814;72;595;-915;-1098;1342;779;75;648;-1892;-1220;1037;
3480;816;70;601;-671;-854;1831;791;66;648;-1586;-1037;1281;
3490;828;62;593;-610;-793;1770;795;60;648;-1464;-915;1281;
3500;826;62;595;-305;-366;1770;795;60;648;-1464;-915;1281;
3510;824;54;599;-549;183;1098;802;58;647;-1159;-427;1098;
3520;826;56;603;-1159;-61;610;799;54;647;-1464;-183;427;
3530;826;64;601;-2014;-549;244;795;56;651;-2319;-488;-122;
3540;810;70;601;-1953;-244;-122;793;61;653;-2868;-427;-610;
3550;808;70;601;-1708;61;-183;793;61;653;-2868;-427;-610;
3560;806;70;605;-2014;-366;183;785;68;653;-2746;-122;-549;
3570;808;68;605;-2014;-671;671;784;69;653;-2929;-915;-183;
3580;812;64;599;-1770;-183;1464;786;66;654;-2868;-915;366;
3590;820;62;597;-1403;610;1831;784;64;650;-2441;-122;1098;
3600;820;76;599;-1647;427;2136;794;63;651;-2685;244;1708;
3610;832;54;601;-2258;427;1953;800;54;654;-3173;366;1403;
3620;835;62;605;-2258;427;1953;800;54;654;-3173;366;1403;
3630;826;66;611;-2319;549;1586;800;54;654;-3173;366;1403;
3640;816;58;605;-2197;305;854;800;56;657;-3112;366;793;
3650;826;66;609;-2380;-61;732;791;58;659;-3112;-61;122;
3660;828;66;605;-2319;-183;1159;795;61;659;-3051;-305;488;
3670;820;64;613;-1525;427;915;795;61;659;-2136;549;183;
3680;824;72;605;-793;1403;549;797;59;657;-2136;549;183;
3690;822;60;595;-671;1708;427;792;59;655;-1525;1464;-122;
3700;820;56;607;-1098;1342;61;793;58;653;-1647;1281;-183;
3710;816;56;601;-1586;1403;61;790;55;650;-2258;976;-488;
3720;818;60;613;-2197;1342;488;788;58;663;-3356;488;183;
3730;824;60;617;-2563;-2075;915;793;59;667;-3540;-1586;610;
3740;816;56;609;-2563;-2075;915;797;61;662;-3417;-2807;366;
3750;814;60;609;-2502;-2319;793;797;61;662;-3417;-2807;366;
3760;818;56;603;-2014;-1586;793;789;57;656;-3051;-2197;244;
3770;812;54;603;-1770;-1464;1098;789;55;653;-2685;-1647;549;
3780;820;50;597;-1770;-1708;1281;791;49;652;-2807;-1831;854;
3790;826;52;585;-2258;-1831;1403;791;49;652;-2807;-1831;854;
3800;824;44;607;-2807;-1647;1464;793;48;651;-3601;-1953;854;
3810;832;46;605;-3112;-1892;1159;799;43;652;-4150;-2136;793;
3820;832;50;611;-2807;-1464;610;802;45;656;-3967;-2014;427;
3830;826;56;607;-2380;-1220;0;801;49;654;-3479;-1708;-183;
3840;814;60;597;-1831;-549;-305;797;52;654;-2563;-549;-854;
3850;820;58;601;-1708;-305;-183;792;58;654;-2563;-549;-854;
3860;818;64;603;-1770;-488;-183;790;61;653;-2624;-732;-671;
3870;818;60;605;-2014;-671;0;787;59;657;-2624;-915;-671;
3880;820;58;611;-1770;-549;549;790;57;660;-2685;-732;-244;
3890;822;58;607;-1586;-366;1037;793;58;662;-2624;-732;366;
3900;818;50;605;-1403;-915;1220;793;54;658;-1953;-915;793;
